id,ano,cultivar,trat,rep,local,estado,rend,ph,aacpd,inc_final,semeadura,espigamento,classificação,HD
5,2025,ORS 1403,1,4,Eduardo Magalhães,BA,"2191,2","81,9","47,0",,4/22/2024,,3,
5,2025,ORS Absoluto,2,1,Eduardo Magalhães,BA,"2532,8","76,6","453,0",,4/22/2024,,2,
5,2025,ORS Absoluto,2,2,Eduardo Magalhães,BA,"2124,9","74,7","413,0",,4/22/2024,,2,
5,2025,ORS Absoluto,2,3,Eduardo Magalhães,BA,"1997,7","79,3","645,5",,4/22/2024,,2,
5,2025,ORS Absoluto,2,4,Eduardo Magalhães,BA,"2185,8","76,2","91,5",,4/22/2024,,2,
5,2025,ORS Feroz,3,1,Eduardo Magalhães,BA,"652,8","83,3","100,0",,4/22/2024,,2,
5,2025,ORS Feroz,3,2,Eduardo Magalhães,BA,"1682,8","10,8","395,5",,4/22/2024,,2,
5,2025,ORS Feroz,3,3,Eduardo Magalhães,BA,"1939,9","73,2","0,0",,4/22/2024,,2,
5,2025,ORS Feroz,3,4,Eduardo Magalhães,BA,"1674,6","74,6","67,5",,4/22/2024,,2,
5,2025,ORS Guardião,4,1,Eduardo Magalhães,BA,"2234,2","82,0","954,0",,4/22/2024,,1,
5,2025,ORS Guardião,4,2,Eduardo Magalhães,BA,"2082,3","79,0","651,5",,4/22/2024,,1,
5,2025,ORS Guardião,4,3,Eduardo Magalhães,BA,"1604,7","78,9","851,0",,4/22/2024,,1,
5,2025,ORS Guardião,4,4,Eduardo Magalhães,BA,"2185,8","80,3","1094,5",,4/22/2024,,1,
5,2025,ORS Soberano,5,1,Eduardo Magalhães,BA,"2219,0","82,3","336,0",,4/22/2024,,2,
5,2025,ORS Soberano,5,2,Eduardo Magalhães,BA,"1982,8","79,3","825,0",,4/22/2024,,2,
5,2025,ORS Soberano,5,3,Eduardo Magalhães,BA,"2199,7","71,9","442,5",,4/22/2024,,2,
5,2025,ORS Soberano,5,4,Eduardo Magalhães,BA,"1548,9","82,5","565,5",,4/22/2024,,2,
5,2025,Semev. Trópico,10,1,Eduardo Magalhães,BA,"2331,7","83,0","304,0",,4/22/2024,,3,
5,2025,Semev. Trópico,10,2,Eduardo Magalhães,BA,"2792,2","74,5","425,5",,4/22/2024,,3,
5,2025,Semev. Trópico,10,3,Eduardo Magalhães,BA,"838,8","76,8","113,5",,4/22/2024,,3,
5,2025,Semev. Trópico,10,4,Eduardo Magalhães,BA,"2627,8","79,1","455,5",,4/22/2024,,3,
5,2025,TBIO Aton,9,1,Eduardo Magalhães,BA,"2193,7","82,1","146,5",,4/22/2024,,3,
5,2025,TBIO Aton,9,2,Eduardo Magalhães,BA,"2217,8","77,8","173,0",,4/22/2024,,3,
5,2025,TBIO Aton,9,3,Eduardo Magalhães,BA,"2328,3","80,1","154,0",,4/22/2024,,3,
5,2025,TBIO Aton,9,4,Eduardo Magalhães,BA,"2517,0","80,9","16,5",,4/22/2024,,3,
5,2025,TBIO Calibre,11,1,Eduardo Magalhães,BA,"2186,3","82,6","186,0",,4/22/2024,,1,
5,2025,TBIO Calibre,11,2,Eduardo Magalhães,BA,"2140,2","73,2","685,0",,4/22/2024,,1,
5,2025,TBIO Calibre,11,3,Eduardo Magalhães,BA,"871,2","80,4","0,0",,4/22/2024,,1,
5,2025,TBIO Calibre,11,4,Eduardo Magalhães,BA,"1819,4","76,0","64,0",,4/22/2024,,1,
5,2025,TBIO Convicto,12,1,Eduardo Magalhães,BA,"2279,0","80,9","113,0",,4/22/2024,,3,
5,2025,TBIO Convicto,12,2,Eduardo Magalhães,BA,"1911,7","81,5","39,0",,4/22/2024,,3,
5,2025,TBIO Convicto,12,3,Eduardo Magalhães,BA,"1478,5","79,6","168,0",,4/22/2024,,3,
5,2025,TBIO Convicto,12,4,Eduardo Magalhães,BA,"2332,8","80,6","16,5",,4/22/2024,,3,
5,2025,TBIO Duque,13,1,Eduardo Magalhães,BA,"2434,1","82,6","59,0",,4/22/2024,,2,
5,2025,TBIO Duque,13,2,Eduardo Magalhães,BA,"1506,2","72,8","223,5",,4/22/2024,,2,
5,2025,TBIO Duque,13,3,Eduardo Magalhães,BA,"1933,7","77,9","0,0",,4/22/2024,,2,
5,2025,TBIO Duque,13,4,Eduardo Magalhães,BA,"1247,1","78,7","0,0",,4/22/2024,,2,
5,2025,TBIO Valente,14,1,Eduardo Magalhães,BA,"2809,1","81,3","284,0",,4/22/2024,,3,
5,2025,TBIO Valente,14,2,Eduardo Magalhães,BA,"2134,7","79,2","245,5",,4/22/2024,,3,
5,2025,TBIO Valente,14,3,Eduardo Magalhães,BA,"1667,0","80,0","368,5",,4/22/2024,,3,
5,2025,TBIO Valente,14,4,Eduardo Magalhães,BA,"2247,0","80,9","31,0",,4/22/2024,,3,
6,2025,BRS 264,6,1,Uberaba,MG,,,"950,0",,2/17/2025,,1,
6,2025,BRS 264,6,2,Uberaba,MG,,,"975,0",,2/17/2025,,1,
6,2025,BRS 264,6,3,Uberaba,MG,,,"975,0",,2/17/2025,,1,
6,2025,BRS 264,6,4,Uberaba,MG,,,"975,0",,2/17/2025,,1,
6,2025,BRS 404,7,1,Uberaba,MG,,,"462,5",,2/17/2025,,3,
6,2025,BRS 404,7,2,Uberaba,MG,,,"457,5",,2/17/2025,,3,
6,2025,BRS 404,7,3,Uberaba,MG,,,"702,5",,2/17/2025,,3,
6,2025,BRS 404,7,4,Uberaba,MG,,,"702,5",,2/17/2025,,3,
6,2025,BRS Savana,8,1,Uberaba,MG,,,"355,0",,2/17/2025,,1,
6,2025,BRS Savana,8,2,Uberaba,MG,,,"305,0",,2/17/2025,,1,
6,2025,BRS Savana,8,3,Uberaba,MG,,,"610,0",,2/17/2025,,1,
6,2025,BRS Savana,8,4,Uberaba,MG,,,"585,0",,2/17/2025,,1,
6,2025,ORS 1403,1,1,Uberaba,MG,,,"500,0",,2/17/2025,,3,
6,2025,ORS 1403,1,2,Uberaba,MG,,,"540,0",,2/17/2025,,3,
6,2025,ORS 1403,1,3,Uberaba,MG,,,"480,0",,2/17/2025,,3,
6,2025,ORS 1403,1,4,Uberaba,MG,,,"490,0",,2/17/2025,,3,
6,2025,ORS Absoluto,2,1,Uberaba,MG,,,"540,0",,2/17/2025,,2,
6,2025,ORS Absoluto,2,2,Uberaba,MG,,,"720,0",,2/17/2025,,2,
6,2025,ORS Absoluto,2,3,Uberaba,MG,,,"700,0",,2/17/2025,,2,
6,2025,ORS Absoluto,2,4,Uberaba,MG,,,"610,0",,2/17/2025,,2,
6,2025,ORS Feroz,3,1,Uberaba,MG,,,"567,5",,2/17/2025,,2,
6,2025,ORS Feroz,3,2,Uberaba,MG,,,"585,0",,2/17/2025,,2,
6,2025,ORS Feroz,3,3,Uberaba,MG,,,"617,5",,2/17/2025,,2,
6,2025,ORS Feroz,3,4,Uberaba,MG,,,"620,0",,2/17/2025,,2,
6,2025,ORS Guardião,4,1,Uberaba,MG,,,"720,0",,2/17/2025,,1,
6,2025,ORS Guardião,4,2,Uberaba,MG,,,"660,0",,2/17/2025,,1,
6,2025,ORS Guardião,4,3,Uberaba,MG,,,"620,0",,2/17/2025,,1,
6,2025,ORS Guardião,4,4,Uberaba,MG,,,"475,0",,2/17/2025,,1,
6,2025,ORS Soberano,5,1,Uberaba,MG,,,"401,3",,2/17/2025,,2,
6,2025,ORS Soberano,5,2,Uberaba,MG,,,"677,5",,2/17/2025,,2,
6,2025,ORS Soberano,5,3,Uberaba,MG,,,"630,0",,2/17/2025,,2,
6,2025,ORS Soberano,5,4,Uberaba,MG,,,"720,0",,2/17/2025,,2,
6,2025,Semev. Trópico,10,1,Uberaba,MG,,,"700,0",,2/17/2025,,3,
6,2025,Semev. Trópico,10,2,Uberaba,MG,,,"690,0",,2/17/2025,,3,
6,2025,Semev. Trópico,10,3,Uberaba,MG,,,"540,0",,2/17/2025,,3,
6,2025,Semev. Trópico,10,4,Uberaba,MG,,,"470,0",,2/17/2025,,3,
6,2025,TBIO Aton,9,1,Uberaba,MG,,,"700,0",,2/17/2025,,3,
6,2025,TBIO Aton,9,2,Uberaba,MG,,,"700,0",,2/17/2025,,3,
6,2025,TBIO Aton,9,3,Uberaba,MG,,,"600,0",,2/17/2025,,3,
6,2025,TBIO Aton,9,4,Uberaba,MG,,,"640,0",,2/17/2025,,3,
6,2025,TBIO Calibre,11,1,Uberaba,MG,,,"617,5",,2/17/2025,,1,
6,2025,TBIO Calibre,11,2,Uberaba,MG,,,"562,5",,2/17/2025,,1,
6,2025,TBIO Calibre,11,3,Uberaba,MG,,,"565,0",,2/17/2025,,1,
6,2025,TBIO Calibre,11,4,Uberaba,MG,,,"430,0",,2/17/2025,,1,
6,2025,TBIO Convicto,12,1,Uberaba,MG,,,"100,0",,2/17/2025,,3,
6,2025,TBIO Convicto,12,2,Uberaba,MG,,,"181,0",,2/17/2025,,3,
6,2025,TBIO Convicto,12,3,Uberaba,MG,,,"120,2",,2/17/2025,,3,
6,2025,TBIO Convicto,12,4,Uberaba,MG,,,,,2/17/2025,,3,
6,2025,TBIO Duque,13,1,Uberaba,MG,,,"620,0",,2/17/2025,,2,
6,2025,TBIO Duque,13,2,Uberaba,MG,,,"530,0",,2/17/2025,,2,
6,2025,TBIO Duque,13,3,Uberaba,MG,,,"460,2",,2/17/2025,,2,
6,2025,TBIO Duque,13,4,Uberaba,MG,,,"244,0",,2/17/2025,,2,
6,2025,TBIO Valente,14,1,Uberaba,MG,,,"440,0",,2/17/2025,,3,
6,2025,TBIO Valente,14,2,Uberaba,MG,,,"380,0",,2/17/2025,,3,
6,2025,TBIO Valente,14,3,Uberaba,MG,,,"460,0",,2/17/2025,,3,
6,2025,TBIO Valente,14,4,Uberaba,MG,,,"510,0",,2/17/2025,,3,
7,2024,BRS 264,2,1,Maracaju,MS,"1856,5","74,5",,,4/21/2024,6/2/2024,1,42
7,2024,BRS 264,2,2,Maracaju,MS,"2075,9","79,3",,,4/21/2024,6/3/2024,1,43
7,2024,BRS 264,2,3,Maracaju,MS,"1754,7","82,4",,,4/21/2024,6/5/2024,1,45
7,2024,BRS 264,2,4,Maracaju,MS,"1936,8","71,4",,,4/21/2024,6/6/2024,1,46
7,2024,BRS 404,12,1,Maracaju,MS,"2247,4","80,8",,,4/21/2024,6/10/2024,3,50
7,2024,BRS 404,12,2,Maracaju,MS,"2565,4","84,0",,,4/21/2024,6/10/2024,3,50
7,2024,BRS 404,12,3,Maracaju,MS,"2890,7","85,9",,,4/21/2024,6/10/2024,3,50
7,2024,BRS 404,12,4,Maracaju,MS,"2514,7","84,4",,,4/21/2024,6/10/2024,3,50
7,2024,FPS Luminus,10,1,Maracaju,MS,"1048,3","74,5",,,4/21/2024,6/20/2024,3,60
7,2024,FPS Luminus,10,2,Maracaju,MS,"1471,7","77,4",,,4/21/2024,6/20/2024,3,60
7,2024,FPS Luminus,10,3,Maracaju,MS,"1370,2","77,5",,,4/21/2024,6/22/2024,3,62
7,2024,FPS Luminus,10,4,Maracaju,MS,"1211,1","74,9",,,4/21/2024,6/22/2024,3,62
7,2024,FPS Regente,4,1,Maracaju,MS,"1363,0","78,3",,,4/21/2024,6/10/2024,2,50
7,2024,FPS Regente,4,2,Maracaju,MS,"751,4","73,7",,,4/21/2024,6/22/2024,2,62
7,2024,FPS Regente,4,3,Maracaju,MS,"915,5","78,6",,,4/21/2024,6/14/2024,2,54
7,2024,FPS Regente,4,4,Maracaju,MS,"1013,0","76,3",,,4/21/2024,6/14/2024,2,54
7,2024,FPS Xerife,11,1,Maracaju,MS,"1593,1","82,9",,,4/21/2024,6/20/2024,3,60
7,2024,FPS Xerife,11,2,Maracaju,MS,"1366,7","76,3",,,4/21/2024,6/22/2024,3,62
7,2024,FPS Xerife,11,3,Maracaju,MS,"1422,9","79,7",,,4/21/2024,6/22/2024,3,62
7,2024,FPS Xerife,11,4,Maracaju,MS,"1835,5","77,9",,,4/21/2024,6/22/2024,3,62
7,2024,IPF 86749,6,1,Maracaju,MS,"1812,0","84,1",,,4/21/2024,6/14/2024,2,54
7,2024,IPF 86749,6,2,Maracaju,MS,"1546,0","85,8",,,4/21/2024,6/16/2024,2,56
7,2024,IPF 86749,6,3,Maracaju,MS,"2030,6","77,2",,,4/21/2024,6/14/2024,2,54
7,2024,IPF 86749,6,4,Maracaju,MS,"1471,5","83,1",,,4/21/2024,6/14/2024,2,54
7,2024,ORS 1401,8,1,Maracaju,MS,"2391,4","82,5",,,4/21/2024,6/22/2024,3,62
7,2024,ORS 1401,8,2,Maracaju,MS,"2673,6","79,2",,,4/21/2024,6/20/2024,3,60
7,2024,ORS 1401,8,3,Maracaju,MS,"1402,0","76,3",,,4/21/2024,6/24/2024,3,64
7,2024,ORS 1401,8,4,Maracaju,MS,"1647,5","77,5",,,4/21/2024,6/20/2024,3,60
7,2024,ORS 1403,9,1,Maracaju,MS,"2609,0","80,9",,,4/21/2024,6/22/2024,3,62
7,2024,ORS 1403,9,2,Maracaju,MS,"2711,1","78,2",,,4/21/2024,6/20/2024,3,60
7,2024,ORS 1403,9,3,Maracaju,MS,"1976,0","78,8",,,4/21/2024,6/22/2024,3,62
7,2024,ORS 1403,9,4,Maracaju,MS,"2574,4","79,4",,,4/21/2024,6/22/2024,3,62
7,2024,ORS Feroz,1,1,Maracaju,MS,"1281,5","82,0",,,4/21/2024,6/8/2024,1,48
7,2024,ORS Feroz,1,2,Maracaju,MS,"1406,1","80,6",,,4/21/2024,6/8/2024,1,48
7,2024,ORS Feroz,1,3,Maracaju,MS,"1743,7","78,4",,,4/21/2024,6/6/2024,1,46
7,2024,ORS Feroz,1,4,Maracaju,MS,"1527,6","85,7",,,4/21/2024,6/14/2024,1,54
7,2024,TBIO Aton,3,1,Maracaju,MS,"2070,2","75,6",,,4/21/2024,6/14/2024,2,54
7,2024,TBIO Aton,3,2,Maracaju,MS,"2556,3","76,9",,,4/21/2024,6/17/2024,2,57
7,2024,TBIO Aton,3,3,Maracaju,MS,"2216,0","83,3",,,4/21/2024,6/17/2024,2,57
7,2024,TBIO Aton,3,4,Maracaju,MS,"2272,6","81,0",,,4/21/2024,6/17/2024,2,57
7,2024,TBIO Duque,5,1,Maracaju,MS,"2087,7","80,1",,,4/21/2024,6/14/2024,2,54
7,2024,TBIO Duque,5,2,Maracaju,MS,"1547,8","79,4",,,4/21/2024,6/16/2024,2,56
7,2024,TBIO Duque,5,3,Maracaju,MS,"1856,1","80,5",,,4/21/2024,6/14/2024,2,54
7,2024,TBIO Duque,5,4,Maracaju,MS,"1994,7","78,3",,,4/21/2024,6/20/2024,2,60
7,2024,TBIO Sossego,7,1,Maracaju,MS,"2349,7","77,4",,,4/21/2024,6/20/2024,3,60
7,2024,TBIO Sossego,7,2,Maracaju,MS,"1804,0","78,0",,,4/21/2024,6/22/2024,3,62
7,2024,TBIO Sossego,7,3,Maracaju,MS,"2105,5","77,4",,,4/21/2024,6/22/2024,3,62
7,2024,TBIO Sossego,7,4,Maracaju,MS,"2095,0","74,7",,,4/21/2024,6/20/2024,3,60
8,2024,BRS 264,2,1,Planaltina,DF,"1324,6","71,2","829,5",,3/7/2024,4/22/2024,1,46
8,2024,BRS 264,2,2,Planaltina,DF,"1879,2","73,2","780,5",,3/7/2024,4/22/2024,1,46
8,2024,BRS 264,2,3,Planaltina,DF,"2085,2","72,8","714,0",,3/7/2024,4/22/2024,1,46
8,2024,BRS 264,2,4,Planaltina,DF,"1692,8","73,2","878,5",,3/7/2024,4/22/2024,1,46
8,2024,BRS 404,12,1,Planaltina,DF,"2036,8","81,5","94,5",,3/7/2024,5/8/2024,3,62
8,2024,BRS 404,12,2,Planaltina,DF,"2193,0","82,2","108,5",,3/7/2024,5/8/2024,3,62
8,2024,BRS 404,12,3,Planaltina,DF,"2525,4","80,8","63,0",,3/7/2024,5/8/2024,3,62
8,2024,BRS 404,12,4,Planaltina,DF,"2322,0","82,0","38,5",,3/7/2024,5/8/2024,3,62
8,2024,FPS Luminus,10,1,Planaltina,DF,"1597,0","79,3","0,0",,3/7/2024,5/8/2024,3,62
8,2024,FPS Luminus,10,2,Planaltina,DF,"1324,8","79,5","21,0",,3/7/2024,5/8/2024,3,62
8,2024,FPS Luminus,10,3,Planaltina,DF,"1722,4","79,0","10,5",,3/7/2024,5/8/2024,3,62
8,2024,FPS Luminus,10,4,Planaltina,DF,"1611,2","78,7","10,5",,3/7/2024,5/8/2024,3,62
8,2024,FPS Regente,4,1,Planaltina,DF,"1561,2","77,7","24,5",,3/7/2024,4/30/2024,2,54
8,2024,FPS Regente,4,2,Planaltina,DF,"1527,6","77,7","59,5",,3/7/2024,4/30/2024,2,54
8,2024,FPS Regente,4,3,Planaltina,DF,"1303,8","78,2","49,0",,3/7/2024,4/30/2024,2,54
8,2024,FPS Regente,4,4,Planaltina,DF,"1421,8","78,2","21,0",,3/7/2024,4/30/2024,2,54
8,2024,FPS Xerife,11,1,Planaltina,DF,"1410,8","81,3","0,0",,3/7/2024,5/10/2024,3,64
8,2024,FPS Xerife,11,2,Planaltina,DF,"1624,0","81,3","0,0",,3/7/2024,5/10/2024,3,64
8,2024,FPS Xerife,11,3,Planaltina,DF,"2027,8","80,8","0,0",,3/7/2024,5/10/2024,3,64
8,2024,FPS Xerife,11,4,Planaltina,DF,"1585,2","81,1","0,0",,3/7/2024,5/10/2024,3,64
8,2024,IPF 86749,6,1,Planaltina,DF,"1250,4","81,1","0,0",,3/7/2024,5/10/2024,2,64
8,2024,IPF 86749,6,2,Planaltina,DF,"1053,0","80,4","0,0",,3/7/2024,5/10/2024,2,64
8,2024,IPF 86749,6,3,Planaltina,DF,"1478,8","80,2","0,0",,3/7/2024,5/10/2024,2,64
8,2024,IPF 86749,6,4,Planaltina,DF,"1536,0","80,4","0,0",,3/7/2024,5/10/2024,2,64
8,2024,ORS 1401,8,1,Planaltina,DF,"1676,2","80,4","0,0",,3/7/2024,5/10/2024,3,64
8,2024,ORS 1401,8,2,Planaltina,DF,"1808,2","80,4","0,0",,3/7/2024,5/10/2024,3,64
8,2024,ORS 1401,8,3,Planaltina,DF,"2079,2","81,3","0,0",,3/7/2024,5/10/2024,3,64
8,2024,ORS 1401,8,4,Planaltina,DF,"2084,2","80,4","0,0",,3/7/2024,5/10/2024,3,64
8,2024,ORS 1403,9,1,Planaltina,DF,"1853,4","80,4","0,0",,3/7/2024,5/8/2024,3,62
8,2024,ORS 1403,9,2,Planaltina,DF,"1799,6","79,9","0,0",,3/7/2024,5/8/2024,3,62
8,2024,ORS 1403,9,3,Planaltina,DF,"1631,0","80,4","0,0",,3/7/2024,5/8/2024,3,62
8,2024,ORS 1403,9,4,Planaltina,DF,"1793,2","81,3","10,5",,3/7/2024,5/8/2024,3,62
8,2024,ORS Feroz,1,1,Planaltina,DF,"1817,6","75,9","108,5",,3/7/2024,4/26/2024,1,50
8,2024,ORS Feroz,1,2,Planaltina,DF,"2280,2","76,8","126,0",,3/7/2024,4/26/2024,1,50
8,2024,ORS Feroz,1,3,Planaltina,DF,"1978,6","76,6","87,5",,3/7/2024,4/26/2024,1,50
8,2024,ORS Feroz,1,4,Planaltina,DF,"2116,8","75,5","171,5",,3/7/2024,4/26/2024,1,50
8,2024,TBIO Aton,3,1,Planaltina,DF,"2252,6","79,9","3,5",,3/7/2024,5/3/2024,2,57
8,2024,TBIO Aton,3,2,Planaltina,DF,"2280,4","79,7","17,5",,3/7/2024,5/3/2024,2,57
8,2024,TBIO Aton,3,3,Planaltina,DF,"2118,8","78,4","10,5",,3/7/2024,5/3/2024,2,57
8,2024,TBIO Aton,3,4,Planaltina,DF,"1785,2","79,0","21,0",,3/7/2024,5/3/2024,2,57
8,2024,TBIO Duque,5,1,Planaltina,DF,"1628,2","78,6","0,0",,3/7/2024,5/2/2024,2,56
8,2024,TBIO Duque,5,2,Planaltina,DF,"2106,8","79,0","10,5",,3/7/2024,5/2/2024,2,56
8,2024,TBIO Duque,5,3,Planaltina,DF,"1417,6","78,6","0,0",,3/7/2024,5/2/2024,2,56
8,2024,TBIO Duque,5,4,Planaltina,DF,"1694,0","78,6","10,5",,3/7/2024,5/2/2024,2,56
8,2024,TBIO Sossego,7,1,Planaltina,DF,"1352,0","80,6","0,0",,3/7/2024,5/8/2024,3,62
8,2024,TBIO Sossego,7,2,Planaltina,DF,"1735,6","81,7","0,0",,3/7/2024,5/8/2024,3,62
8,2024,TBIO Sossego,7,3,Planaltina,DF,"1806,8","80,4","0,0",,3/7/2024,5/8/2024,3,62
8,2024,TBIO Sossego,7,4,Planaltina,DF,"1511,2","80,4","0,0",,3/7/2024,5/8/2024,3,62
9,2024,BRS 264,2,1,Lavras,MG,,,"502,2",,1/9/2024,3/8/2024,1,59
9,2024,BRS 264,2,2,Lavras,MG,,,"441,2",,1/9/2024,3/8/2024,1,59
9,2024,BRS 264,2,3,Lavras,MG,,,"556,3",,1/9/2024,3/8/2024,1,59
9,2024,BRS 264,2,4,Lavras,MG,,,"700,0",,1/9/2024,3/8/2024,1,59
9,2024,BRS 404,12,1,Lavras,MG,,,"446,8",,1/9/2024,3/23/2024,3,74
9,2024,BRS 404,12,2,Lavras,MG,,,,,1/9/2024,3/27/2024,3,78
9,2024,BRS 404,12,3,Lavras,MG,,,,,1/9/2024,3/27/2024,3,78
9,2024,BRS 404,12,4,Lavras,MG,,,,,1/9/2024,3/27/2024,3,78
9,2024,FPS Luminus,10,1,Lavras,MG,,,"203,8",,1/9/2024,3/20/2024,3,71
9,2024,FPS Luminus,10,2,Lavras,MG,,,"138,4",,1/9/2024,3/24/2024,3,75
9,2024,FPS Luminus,10,3,Lavras,MG,,,"379,5",,1/9/2024,3/20/2024,3,71
9,2024,FPS Luminus,10,4,Lavras,MG,,,"132,3",,1/9/2024,3/24/2024,3,75
9,2024,FPS Regente,4,1,Lavras,MG,,,"149,5",,1/9/2024,3/20/2024,2,71
9,2024,FPS Regente,4,2,Lavras,MG,,,"350,0",,1/9/2024,3/14/2024,2,65
9,2024,FPS Regente,4,3,Lavras,MG,,,"357,7",,1/9/2024,3/20/2024,2,71
9,2024,FPS Regente,4,4,Lavras,MG,,,"298,2",,1/9/2024,3/19/2024,2,70
9,2024,FPS Xerife,11,1,Lavras,MG,,,"112,9",,1/9/2024,3/26/2024,3,77
9,2024,FPS Xerife,11,2,Lavras,MG,,,"157,6",,1/9/2024,3/25/2024,3,76
9,2024,FPS Xerife,11,3,Lavras,MG,,,"139,2",,1/9/2024,3/25/2024,3,76
9,2024,FPS Xerife,11,4,Lavras,MG,,,"107,3",,1/9/2024,3/26/2024,3,77
9,2024,IPF 86749,6,1,Lavras,MG,,,"136,0",,1/9/2024,3/22/2024,2,73
9,2024,IPF 86749,6,2,Lavras,MG,,,"61,5",,1/9/2024,3/22/2024,2,73
9,2024,IPF 86749,6,3,Lavras,MG,,,"27,8",,1/9/2024,3/25/2024,2,76
9,2024,IPF 86749,6,4,Lavras,MG,,,"52,5",,1/9/2024,3/26/2024,2,77
9,2024,ORS 1401,8,1,Lavras,MG,,,"501,7",,1/9/2024,3/27/2024,3,78
9,2024,ORS 1401,8,2,Lavras,MG,,,"129,5",,1/9/2024,4/1/2024,3,83
9,2024,ORS 1401,8,3,Lavras,MG,,,"207,5",,1/9/2024,4/1/2024,3,83
9,2024,ORS 1401,8,4,Lavras,MG,,,"171,4",,1/9/2024,3/29/2024,3,80
9,2024,ORS 1403,9,1,Lavras,MG,,,"20,6",,1/9/2024,3/29/2024,3,80
9,2024,ORS 1403,9,2,Lavras,MG,,,"139,2",,1/9/2024,3/29/2024,3,80
9,2024,ORS 1403,9,3,Lavras,MG,,,"123,1",,1/9/2024,4/1/2024,3,83
9,2024,ORS 1403,9,4,Lavras,MG,,,"106,2",,1/9/2024,4/1/2024,3,83
9,2024,ORS Feroz,1,1,Lavras,MG,,,"121,4",,1/9/2024,3/18/2024,1,69
9,2024,ORS Feroz,1,2,Lavras,MG,,,"40,4",,1/9/2024,3/12/2024,1,63
9,2024,ORS Feroz,1,3,Lavras,MG,,,"477,3",,1/9/2024,3/13/2024,1,64
9,2024,ORS Feroz,1,4,Lavras,MG,,,"26,6",,1/9/2024,3/12/2024,1,63
9,2024,TBIO Aton,3,1,Lavras,MG,,,"186,1",,1/9/2024,3/21/2024,2,72
9,2024,TBIO Aton,3,2,Lavras,MG,,,"219,8",,1/9/2024,3/22/2024,2,73
9,2024,TBIO Aton,3,3,Lavras,MG,,,"647,8",,1/9/2024,3/24/2024,2,75
9,2024,TBIO Aton,3,4,Lavras,MG,,,"217,5",,1/9/2024,3/27/2024,2,78
9,2024,TBIO Duque,5,1,Lavras,MG,,,"168,6",,1/9/2024,3/21/2024,2,72
9,2024,TBIO Duque,5,2,Lavras,MG,,,"56,7",,1/9/2024,3/20/2024,2,71
9,2024,TBIO Duque,5,3,Lavras,MG,,,"61,4",,1/9/2024,3/24/2024,2,75
9,2024,TBIO Duque,5,4,Lavras,MG,,,"52,5",,1/9/2024,3/19/2024,2,70
9,2024,TBIO Sossego,7,1,Lavras,MG,,,"423,3",,1/9/2024,3/22/2024,3,73
9,2024,TBIO Sossego,7,2,Lavras,MG,,,"304,1",,1/9/2024,4/1/2024,3,83
9,2024,TBIO Sossego,7,3,Lavras,MG,,,,,1/9/2024,3/28/2024,3,79
9,2024,TBIO Sossego,7,4,Lavras,MG,,,"104,2",,1/9/2024,3/28/2024,3,79
